,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
11018,The Phylogeny of Nymphaeacea: Inferred from Sequence Analysis of the nrDNA ITS Region,,https://scholar.google.com/scholar?&q=The+Phylogeny+of+Nymphaeacea%3A+Inferred+from+Sequence+Analysis+of+the+nrDNA+ITS+Region,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11020,The Predominantly South American Clade Of Lobeliaceae,,https://scholar.google.com/scholar?&q=The+Predominantly+South+American+Clade+Of+Lobeliaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11025,The Role of Vertical and Horizontal Transfer in the Evolutionary Dynamics of PIF-Like Transposable Elements in Triticeae,,https://scholar.google.com/scholar?&q=The+Role+of+Vertical+and+Horizontal+Transfer+in+the+Evolutionary+Dynamics+of+PIF-Like+Transposable+Elements+in+Triticeae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11030,The Solanum demissum major late blight resistance locus harbors more than 135 r3a homologs with heterogeneous rates of evolution,,https://scholar.google.com/scholar?&q=The+Solanum+demissum+major+late+blight+resistance+locus+harbors+more+than+135+r3a+homologs+with+heterogeneous+rates+of+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11031,"The South American Radiation of Lepechinia (Lamiaceae): Phylogeny, Divergence Times, and Evolution of Dioecy",,https://scholar.google.com/scholar?&q=The+South+American+Radiation+of+Lepechinia+%28Lamiaceae%29%3A+Phylogeny%2C+Divergence+Times%2C+and+Evolution+of+Dioecy,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11037,"The Tetramerium Lineage (Acanthaceae, Justicieae) Revisited: Phylogenetic Relationships Reveal Polyphyly of Many New World Genera Accompanied by Rampant Evolution of Floral Morphology",,https://scholar.google.com/scholar?&q=The+Tetramerium+Lineage+%28Acanthaceae%2C+Justicieae%29+Revisited%3A+Phylogenetic+Relationships+Reveal+Polyphyly+of+Many+New+World+Genera+Accompanied+by+Rampant+Evolution+of+Floral+Morphology,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
11039,"The Tpv2 family of retrotransposons of Phaseolus vulgaris: structure, integration characteristics, and use for genotype classification",,https://scholar.google.com/scholar?&q=The+Tpv2+family+of+retrotransposons+of+Phaseolus+vulgaris%3A+structure%2C+integration+characteristics%2C+and+use+for+genotype+classification,Auto,?,?,?,?,?,?,?,?,?,?,?,?
11043,"The WOODIV database to fill the gap in the Euro-Mediterranean Basin: occurrences, functional traits and phylogeny for all European tree species",,https://scholar.google.com/scholar?&q=The+WOODIV+database+to+fill+the+gap+in+the+Euro-Mediterranean+Basin%3A+occurrences%2C+functional+traits+and+phylogeny+for+all+European+tree+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11054,The base number of 'loxoscaphoid' Asplenium species and its implication for cytoevolution in Aspleniaceae,,https://scholar.google.com/scholar?&q=The+base+number+of+%27loxoscaphoid%27+Asplenium+species+and+its+implication+for+cytoevolution+in+Aspleniaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11058,The beta-amylase genes of grasses and a phylogenetic analysis of the Triticeae (Poaceae),,https://scholar.google.com/scholar?&q=The+beta-amylase+genes+of+grasses+and+a+phylogenetic+analysis+of+the+Triticeae+%28Poaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11059,The biogeographic history of the interaction between mycoheterotrophic Thismia (Thismiaceae) plants and mycorrhizal Rhizophagus (Glomeraceae) fungi,,https://scholar.google.com/scholar?&q=The+biogeographic+history+of+the+interaction+between+mycoheterotrophic+Thismia+%28Thismiaceae%29+plants+and+mycorrhizal+Rhizophagus+%28Glomeraceae%29+fungi,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11060,The biogeographical history of the cosmopolitan genus Ranunculus L. (Ranunculaceae) in the temperate to meridional zones,,https://scholar.google.com/scholar?&q=The+biogeographical+history+of+the+cosmopolitan+genus+Ranunculus+L.+%28Ranunculaceae%29+in+the+temperate+to+meridional+zones,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11061,The biogeography of Fagaceae: tracking the Tertiary history of temperate and subtropical forests of the Northern Hemisphere,,https://scholar.google.com/scholar?&q=The+biogeography+of+Fagaceae%3A+tracking+the+Tertiary+history+of+temperate+and+subtropical+forests+of+the+Northern+Hemisphere,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11062,The biogeography of Gunnera L.: vicariance and dispersal,,https://scholar.google.com/scholar?&q=The+biogeography+of+Gunnera+L.%3A+vicariance+and+dispersal,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11063,The biogeography of Plantago ovata Forssk. (Plantaginaceae),,https://scholar.google.com/scholar?&q=The+biogeography+of+Plantago+ovata+Forssk.+%28Plantaginaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11065,The birds and the bees: testing for correlated evolution between petal cell shape and pollinators,,https://scholar.google.com/scholar?&q=The+birds+and+the+bees%3A+testing+for+correlated+evolution+between+petal+cell+shape+and+pollinators,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
11066,"The bitter and the sweet: inference of homology and evolution of leaf glands in Prunus (Rosaceae) through anatomy, micromorphology and ancestral state reconstruction",,https://scholar.google.com/scholar?&q=The+bitter+and+the+sweet%3A+inference+of+homology+and+evolution+of+leaf+glands+in+Prunus+%28Rosaceae%29+through+anatomy%2C+micromorphology+and+ancestral+state+reconstruction,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
11067,"The borage family (Boraginaceae s.str.): A revised infrafamilial classification based on new phylogenetic evidence, with emphasis on the placement of some enigmatic genera",,https://scholar.google.com/scholar?&q=The+borage+family+%28Boraginaceae+s.str.%29%3A+A+revised+infrafamilial+classification+based+on+new+phylogenetic+evidence%2C+with+emphasis+on+the+placement+of+some+enigmatic+genera,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
11076,The challenging phylogeny of Rosa: species trees vs. haplotype networks,,https://scholar.google.com/scholar?&q=The+challenging+phylogeny+of+Rosa%3A+species+trees+vs.+haplotype+networks,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11078,The chlL (frxC) gene: phylogenetic distribution in vascular plants and DNA sequence from Polystichum acrostichoides (Pteridophyta) and Synechococcus sp. 7002 (Cyanobacteria),,https://scholar.google.com/scholar?&q=The+chlL+%28frxC%29+gene%3A+phylogenetic+distribution+in+vascular+plants+and+DNA+sequence+from+Polystichum+acrostichoides+%28Pteridophyta%29+and+Synechococcus+sp.+7002+%28Cyanobacteria%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11080,The chloroplast gene rps4 as a tool for the study of Poaceae phylogeny,,https://scholar.google.com/scholar?&q=The+chloroplast+gene+rps4+as+a+tool+for+the+study+of+Poaceae+phylogeny,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11082,The chloroplast genome evolution of eusporangiate ferns and the origin of Mankyua (Ophioglossaceae),,https://scholar.google.com/scholar?&q=The+chloroplast+genome+evolution+of+eusporangiate+ferns+and+the+origin+of+Mankyua+%28Ophioglossaceae%29,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11091,The circumscription and phylogenetic relationships of Callitropsis and the newly described genus Xanthocyparis (Cupressaceae),,https://scholar.google.com/scholar?&q=The+circumscription+and+phylogenetic+relationships+of+Callitropsis+and+the+newly+described+genus+Xanthocyparis+%28Cupressaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11092,The classification of Araliaceae: testing tradional systems using insights from nuclear (ITS) and plastid (trnL-trnF) sequence data,,https://scholar.google.com/scholar?&q=The+classification+of+Araliaceae%3A+testing+tradional+systems+using+insights+from+nuclear+%28ITS%29+and+plastid+%28trnL-trnF%29+sequence+data,Auto,?,?,?,Auto,?,?,Auto,Auto,?,?,?,?
11094,The closest relatives of cacti: insights from phylogenetic analyses of chloroplast and mitochondrial sequences with special emphasis on relationships in the tribe Anacampseroteae,,https://scholar.google.com/scholar?&q=The+closest+relatives+of+cacti%3A+insights+from+phylogenetic+analyses+of+chloroplast+and+mitochondrial+sequences+with+special+emphasis+on+relationships+in+the+tribe+Anacampseroteae,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11097,The comparative plastid genome analysis and its phylogenetic implication on Asparagaceae s.l,,https://scholar.google.com/scholar?&q=The+comparative+plastid+genome+analysis+and+its+phylogenetic+implication+on+Asparagaceae+s.l,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11103,The complete chloroplast genome of Chamaedorea elegans and its phylogenetic position,,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+of+Chamaedorea+elegans+and+its+phylogenetic+position,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11111,The complete chloroplast genome of Mimosa pudica and the phylogenetic analysis of mimosoid species,,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+of+Mimosa+pudica+and+the+phylogenetic+analysis+of+mimosoid+species,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11116,The complete chloroplast genome of Thespesia populnea and its phylogenetic analysis,,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+of+Thespesia+populnea+and+its+phylogenetic+analysis,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11136,The complete chloroplast genome sequence of Morella cerifera (Myricaceae): characterization and phylogenetic analysis,,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+sequence+of+Morella+cerifera+%28Myricaceae%29%3A+characterization+and+phylogenetic+analysis,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11137,The complete chloroplast genome sequence of Olmediella betschleriana and its phylogenetic analysis,,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+sequence+of+Olmediella+betschleriana+and+its+phylogenetic+analysis,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
11150,"The complete chloroplast genome sequence of watercress (Nasturtium officinale R. Br.): Genome organization, adaptive evolution and phylogenetic relationships in Cardamineae",,https://scholar.google.com/scholar?&q=The+complete+chloroplast+genome+sequence+of+watercress+%28Nasturtium+officinale+R.+Br.%29%3A+Genome+organization%2C+adaptive+evolution+and+phylogenetic+relationships+in+Cardamineae,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11158,The complete external transcribed spacer of 18S-26S rDNA: amplification and phylogenetic utility at low taxonomic levels in asteraceae and closely allied families,,https://scholar.google.com/scholar?&q=The+complete+external+transcribed+spacer+of+18S-26S+rDNA%3A+amplification+and+phylogenetic+utility+at+low+taxonomic+levels+in+asteraceae+and+closely+allied+families,Auto,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
11159,"The complete genome sequence of Toxicodendron radicans, Eastern Poison Ivy",,https://scholar.google.com/scholar?&q=The+complete+genome+sequence+of+Toxicodendron+radicans%2C+Eastern+Poison+Ivy,?,?,Auto,?,?,?,?,?,?,?,?,?,?
11161,The complete nucleotide sequence of the cassava (Manihot esculenta) chloroplast genome and the evolution of atpF in Malpighiales: RNA editing and multiple losses of a group II intron,,https://scholar.google.com/scholar?&q=The+complete+nucleotide+sequence+of+the+cassava+%28Manihot+esculenta%29+chloroplast+genome+and+the+evolution+of+atpF+in+Malpighiales%3A+RNA+editing+and+multiple+losses+of+a+group+II+intron,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
11162,"The complete nucleotide sequences of the 5 genetically distinct plastid genomes of Oenothera, subsection Oenothera: II. A microevolutionary view using bioinformatics and formal genetic data",,https://scholar.google.com/scholar?&q=The+complete+nucleotide+sequences+of+the+5+genetically+distinct+plastid+genomes+of+Oenothera%2C+subsection+Oenothera%3A+II.+A+microevolutionary+view+using+bioinformatics+and+formal+genetic+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11163,"The complete nucleotide sequences of the five genetically distinct plastid genomes of Oenothera, subsection Oenothera: I. sequence evaluation and plastome evolution",,https://scholar.google.com/scholar?&q=The+complete+nucleotide+sequences+of+the+five+genetically+distinct+plastid+genomes+of+Oenothera%2C+subsection+Oenothera%3A+I.+sequence+evaluation+and+plastome+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11166,The complete plastome of macaw palm [Acrocomia aculeata (Jacq.) Lodd. ex Mart.] and extensive molecular analyses of the evolution of plastid genes in Arecaceae,,https://scholar.google.com/scholar?&q=The+complete+plastome+of+macaw+palm+%5BAcrocomia+aculeata+%28Jacq.%29+Lodd.+ex+Mart.%5D+and+extensive+molecular+analyses+of+the+evolution+of+plastid+genes+in+Arecaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11168,The complex evolutionary dynamics of ancient and recent polyploidy in Leucaena (Leguminosae; Mimosoideae),,https://scholar.google.com/scholar?&q=The+complex+evolutionary+dynamics+of+ancient+and+recent+polyploidy+in+Leucaena+%28Leguminosae%3B+Mimosoideae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11169,The complex history of the genus Ilex L. (Aquifoliaceae): evidence from the comparison of plastid and nuclear DNA sequences and from fossil data,,https://scholar.google.com/scholar?&q=The+complex+history+of+the+genus+Ilex+L.+%28Aquifoliaceae%29%3A+evidence+from+the+comparison+of+plastid+and+nuclear+DNA+sequences+and+from+fossil+data,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
11170,The conserved structure of plant telomerase RNA provides the missing link for an evolutionary pathway from ciliates to humans,,https://scholar.google.com/scholar?&q=The+conserved+structure+of+plant+telomerase+RNA+provides+the+missing+link+for+an+evolutionary+pathway+from+ciliates+to+humans,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11172,The contribution of edaphic heterogeneity to the evolution and diversity of Burseraceae trees in the western Amazon,,https://scholar.google.com/scholar?&q=The+contribution+of+edaphic+heterogeneity+to+the+evolution+and+diversity+of+Burseraceae+trees+in+the+western+Amazon,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11173,The core domain of retrotransposon integrase in Hordeum: predicted structure and evolution,,https://scholar.google.com/scholar?&q=The+core+domain+of+retrotransposon+integrase+in+Hordeum%3A+predicted+structure+and+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11174,The corrected nucleotide sequences of 5S RNAs from six angiosperms With some notes on 5S RNA secondary structure and molecular evolution,,https://scholar.google.com/scholar?&q=The+corrected+nucleotide+sequences+of+5S+RNAs+from+six+angiosperms+With+some+notes+on+5S+RNA+secondary+structure+and+molecular+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11175,The correlation between development of atypical bisexual flowers and phylogeny in the Aroideae (Araceae),,https://scholar.google.com/scholar?&q=The+correlation+between+development+of+atypical+bisexual+flowers+and+phylogeny+in+the+Aroideae+%28Araceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11180,The cytonuclear dimension of allopolyploid evolution: an example from cotton using rubisco,,https://scholar.google.com/scholar?&q=The+cytonuclear+dimension+of+allopolyploid+evolution%3A+an+example+from+cotton+using+rubisco,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
11181,The dalbergioid legumes (Fabaceae): delimitation of a pantropical monophyletic clade,,https://scholar.google.com/scholar?&q=The+dalbergioid+legumes+%28Fabaceae%29%3A+delimitation+of+a+pantropical+monophyletic+clade,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
11183,The deepest divergences in land plants inferred from phylogenomic evidence,,https://scholar.google.com/scholar?&q=The+deepest+divergences+in+land+plants+inferred+from+phylogenomic+evidence,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11197,The diversification of the northern temperate woody flora - a case study of the elm family (Ulmaceae) based on phylogenomic and paleobotanical evidence,,https://scholar.google.com/scholar?&q=The+diversification+of+the+northern+temperate+woody+flora+-+a+case+study+of+the+elm+family+%28Ulmaceae%29+based+on+phylogenomic+and+paleobotanical+evidence,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11202,The dynamics of LTR retrotransposon accumulation across 25 million years of panicoid grass evolution,,https://scholar.google.com/scholar?&q=The+dynamics+of+LTR+retrotransposon+accumulation+across+25+million+years+of+panicoid+grass+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11204,The early evolution of the mega-diverse genus Begonia (Begoniaceae) inferred from organelle DNA phylogenies,,https://scholar.google.com/scholar?&q=The+early+evolution+of+the+mega-diverse+genus+Begonia+%28Begoniaceae%29+inferred+from+organelle+DNA+phylogenies,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11205,The eastern Asian and eastern and western North American floristic disjunction: congruent phylogenetic patterns in seven diverse genera,,https://scholar.google.com/scholar?&q=The+eastern+Asian+and+eastern+and+western+North+American+floristic+disjunction%3A+congruent+phylogenetic+patterns+in+seven+diverse+genera,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11206,The ectomycorrhizas of Lactarius cuspidoaurantiacus and Lactarius herrerae associated with Alnus acuminata in Central Mexico,,https://scholar.google.com/scholar?&q=The+ectomycorrhizas+of+Lactarius+cuspidoaurantiacus+and+Lactarius+herrerae+associated+with+Alnus+acuminata+in+Central+Mexico,?,?,Auto,?,?,?,?,?,?,?,?,?,?
11212,"The effects of water pollution on the phylogenetic community structure of aquatic plants in the East Tiaoxi River, China",,https://scholar.google.com/scholar?&q=The+effects+of+water+pollution+on+the+phylogenetic+community+structure+of+aquatic+plants+in+the+East+Tiaoxi+River%2C+China,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11215,The enigmatic Amazonian monotypic legume genus Uleanthus is phylogenetically close to the florally aberrant African Camoensia,,https://scholar.google.com/scholar?&q=The+enigmatic+Amazonian+monotypic+legume+genus+Uleanthus+is+phylogenetically+close+to+the+florally+aberrant+African+Camoensia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11218,The enigmatic tribe Whitfieldieae (Acanthaceae): Delimitation and phylogenetic relationships based on molecular and morphological data,,https://scholar.google.com/scholar?&q=The+enigmatic+tribe+Whitfieldieae+%28Acanthaceae%29%3A+Delimitation+and+phylogenetic+relationships+based+on+molecular+and+morphological+data,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
11221,The evolution and identification of Huperziaceae in psbA-trnH intergenic spacers of chloroplast DNA,,https://scholar.google.com/scholar?&q=The+evolution+and+identification+of+Huperziaceae+in+psbA-trnH+intergenic+spacers+of+chloroplast+DNA,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
11222,The evolution and identification of Huperziaceae in rbcL spacers of chloroplast DNA,,https://scholar.google.com/scholar?&q=The+evolution+and+identification+of+Huperziaceae+in+rbcL+spacers+of+chloroplast+DNA,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
11223,The evolution and origin of apomixis in the Asplenium monanthes fern complex,,https://scholar.google.com/scholar?&q=The+evolution+and+origin+of+apomixis+in+the+Asplenium+monanthes+fern+complex,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11224,The evolution and phylogenetic placement of invasive Australian Acacia species,,https://scholar.google.com/scholar?&q=The+evolution+and+phylogenetic+placement+of+invasive+Australian+Acacia+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11225,The evolution of Araliaceae: A phylogenetic analysis based on ITS sequences of nuclear ribosomal DNA,,https://scholar.google.com/scholar?&q=The+evolution+of+Araliaceae%3A+A+phylogenetic+analysis+based+on+ITS+sequences+of+nuclear+ribosomal+DNA,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
11226,The evolution of Cayaponia (Cucurbitaceae): Repeated shifts from bat to bee pollination and long-distance dispersal to Africa 2-5 million years ago,,https://scholar.google.com/scholar?&q=The+evolution+of+Cayaponia+%28Cucurbitaceae%29%3A+Repeated+shifts+from+bat+to+bee+pollination+and+long-distance+dispersal+to+Africa+2-5+million+years+ago,?,Auto,?,?,?,?,?,?,?,?,?,?,?
